46	46	DOPAT	30	0	1603352164	1603352164	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""4,TPT"", ""contract"": ""eosiotptoken"" }, ""reserve"": ""0.0000 TPT"" } ]"
47	47	DOPAU	30	0	1603352286	1603352286	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,TPT"", ""contract"": ""eosiotptoken"" }, ""reserve"": ""0.0000 TPT"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""0.0000 USDT"" } ]"
48	48	DOPAV	30	13139756813	1603378240	1605425420	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""25889.0151 EOS"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,TKT"", ""contract"": ""eossanguotkt"" }, ""reserve"": ""66689907.9445 TKT"" } ]"
49	49	DOPAW	30	0	1603448434	1603448434	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,DFS"", ""contract"": ""minedfstoken"" }, ""reserve"": ""0.0000 DFS"" } ]"
50	50	DOPAX	30	0	1603454859	1603454859	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""4,DEOS"", ""contract"": ""eosdmddtoken"" }, ""reserve"": ""0.0000 DEOS"" } ]"
51	51	DOPAY	30	0	1603489203	1603489203	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""0.0000 USDT"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,USD"", ""contract"": ""usdollarcoin"" }, ""reserve"": ""0.0000 USD"" } ]"
52	52	DOPAZ	30	0	1603532090	1603532255	"[ { ""weight"": 20, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 80, ""symbol"": { ""symbol"": ""4,LDSR"", ""contract"": ""muye11111111"" }, ""reserve"": ""0.0000 LDSR"" } ]"
53	53	DOPBA	30	0	1603543951	1603543951	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,RAB"", ""contract"": ""rabbitstoken"" }, ""reserve"": ""0.0000 RAB"" } ]"
54	54	DOPBB	30	0	1603544047	1603544047	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,CRT"", ""contract"": ""carrotstoken"" }, ""reserve"": ""0.0000 CRT"" } ]"
55	55	DOPBC	30	0	1603544088	1603544088	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,RAB"", ""contract"": ""rabbitstoken"" }, ""reserve"": ""0.0000 RAB"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,CRT"", ""contract"": ""carrotstoken"" }, ""reserve"": ""0.0000 CRT"" } ]"
56	56	DOPBD	30	0	1603648596	1603648596	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""8,YFC"", ""contract"": ""yfctokenmain"" }, ""reserve"": ""0.00000000 YFC"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""8,DOP"", ""contract"": ""dolphintoken"" }, ""reserve"": ""0.00000000 DOP"" } ]"
57	57	DOPBE	30	10000000	1603726085	1603726123	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,MICH"", ""contract"": ""mine4charity"" }, ""reserve"": ""1000.0000 MICH"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,CRG"", ""contract"": ""efraimeosdev"" }, ""reserve"": ""1000.0000 CRG"" } ]"
58	58	DOPBF	30	296900	1603759146	1604570515	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""1.0084 EOS"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,TKT"", ""contract"": ""eossanguotkt"" }, ""reserve"": ""656.1287 TKT"" } ]"
59	59	DOPBG	30	0	1603778843	1603779215	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,KEY"", ""contract"": ""mkstaketoken"" }, ""reserve"": ""0.0000 KEY"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,CCC"", ""contract"": ""eoscccdotcom"" }, ""reserve"": ""0.0000 CCC"" } ]"
60	60	DOPBH	30	0	1603837263	1604680309	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""10,DMD"", ""contract"": ""eosdmdtokens"" }, ""reserve"": ""0.0000000000 DMD"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""8,DOP"", ""contract"": ""dolphintoken"" }, ""reserve"": ""0.00000000 DOP"" } ]"
61	61	DOPBI	30	957865	1603855269	1604722728	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,TKT"", ""contract"": ""eossanguotkt"" }, ""reserve"": ""9956.6004 TKT"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0888 EOS"" } ]"
62	62	DOPBJ	30	1046667538	1603858785	1605426260	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""8,PBTC"", ""contract"": ""btc.ptokens"" }, ""reserve"": ""13.16853650 PBTC"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""83218.4005 EOS"" } ]"
63	63	DOPBK	30	0	1603892615	1603892615	"[ { ""weight"": 2, ""symbol"": { ""symbol"": ""4,WOW"", ""contract"": ""tennisfortwo"" }, ""reserve"": ""0.0000 WOW"" }, { ""weight"": 98, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""0.0000 USDT"" } ]"
64	64	DOPBL	30	0	1603934279	1603934279	"[ { ""weight"": 2, ""symbol"": { ""symbol"": ""3,IQ"", ""contract"": ""everipediaiq"" }, ""reserve"": ""0.000 IQ"" }, { ""weight"": 98, ""symbol"": { ""symbol"": ""4,TPT"", ""contract"": ""eosiotptoken"" }, ""reserve"": ""0.0000 TPT"" } ]"
65	65	DOPBM	30	0	1603938196	1603938196	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,OGX"", ""contract"": ""organixtoken"" }, ""reserve"": ""0.0000 OGX"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""3,IQ"", ""contract"": ""everipediaiq"" }, ""reserve"": ""0.000 IQ"" } ]"
66	66	DOPBN	30	4870825954	1603959801	1605421832	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,DBG"", ""contract"": ""dvaultdtoken"" }, ""reserve"": ""6415218.8171 DBG"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""36985.7423 EOS"" } ]"
67	67	DOPBO	30	0	1603985630	1603985630	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,CAT"", ""contract"": ""eoscatstoken"" }, ""reserve"": ""0.0000 CAT"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
68	68	DOPBP	30	0	1603992100	1603992100	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""8,PBTC"", ""contract"": ""btc.ptokens"" }, ""reserve"": ""0.00000000 PBTC"" } ]"
69	69	DOPBQ	30	0	1604008350	1604507697	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""4,FAST"", ""contract"": ""fastecoadmin"" }, ""reserve"": ""0.0000 FAST"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
70	70	DOPBR	30	0	1604037096	1604037096	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""3,WAL"", ""contract"": ""whaleextoken"" }, ""reserve"": ""0.000 WAL"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""0.0000 USDT"" } ]"
71	71	DOPBS	30	0	1604050599	1604050599	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""8,PBTC"", ""contract"": ""btc.ptokens"" }, ""reserve"": ""0.00000000 PBTC"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
72	72	DOPBT	30	0	1604071903	1604071903	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,DBG"", ""contract"": ""dvaultdtoken"" }, ""reserve"": ""0.0000 DBG"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
73	73	DOPBU	30	0	1604075386	1604075386	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,FINTEH"", ""contract"": ""fintehdeploy"" }, ""reserve"": ""0.0000 FINTEH"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""0.0000 USDT"" } ]"
74	74	DOPBV	30	2213594	1604075660	1604491123	"[ { ""weight"": 98, ""symbol"": { ""symbol"": ""4,FINTEH"", ""contract"": ""fintehdeploy"" }, ""reserve"": ""4900.0000 FINTEH"" }, { ""weight"": 2, ""symbol"": { ""symbol"": ""4,USDT"", ""contract"": ""tethertether"" }, ""reserve"": ""10.0000 USDT"" } ]"
75	75	DOPBW	30	0	1604080640	1604111059	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""4,DBG"", ""contract"": ""dvaultdtoken"" }, ""reserve"": ""0.0000 DBG"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
76	76	DOPBX	30	0	1604080700	1604084201	"[ { ""weight"": 20, ""symbol"": { ""symbol"": ""4,DBG"", ""contract"": ""dvaultdtoken"" }, ""reserve"": ""0.0000 DBG"" }, { ""weight"": 80, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
77	77	DOPBY	30	0	1604094901	1604238720	"[ { ""weight"": 2, ""symbol"": { ""symbol"": ""8,DOP"", ""contract"": ""dolphintoken"" }, ""reserve"": ""0.00000000 DOP"" }, { ""weight"": 98, ""symbol"": { ""symbol"": ""4,VIG"", ""contract"": ""vig111111111"" }, ""reserve"": ""0.0000 VIG"" } ]"
78	78	DOPBZ	30	0	1604167996	1604167996	"[ { ""weight"": 50, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" }, { ""weight"": 50, ""symbol"": { ""symbol"": ""6,BOX"", ""contract"": ""token.defi"" }, ""reserve"": ""0.000000 BOX"" } ]"
79	79	DOPCA	30	0	1604241379	1604346594	"[ { ""weight"": 80, ""symbol"": { ""symbol"": ""4,TKT"", ""contract"": ""eossanguotkt"" }, ""reserve"": ""0.0000 TKT"" }, { ""weight"": 20, ""symbol"": { ""symbol"": ""4,EOS"", ""contract"": ""eosio.token"" }, ""reserve"": ""0.0000 EOS"" } ]"
