owner,lptoken,lpratio,amount1,amount2,token1,token2
alohadog2222,3178660279,0.0020628231536237644,162798003,420351788,0.0162 EOS,0.0420 USDT
btceoskey555,218543020,0.0001418256630622657,11192881,28900524,0.0011 EOS,0.0028 USDT
ggv43pyabnle,5611,3.6413141698251116e-09,287,742,0.0000 EOS,0.0000 USDT
qiaoqiao1111,581192267,0.00037717049317766523,29766295,76857917,0.0029 EOS,0.0076 USDT
bingogo11111,274200780,0.00017794531912156445,14043444,36260807,0.0014 EOS,0.0036 USDT
zailushang55,72183886,4.684444963907334e-05,3696963,9545727,0.0003 EOS,0.0009 USDT
galaxynibiru,7270770,4.718438393608863e-06,372379,961499,0.0000 EOS,0.0000 USDT
hlh111111111,44014313,2.85635255038349e-05,2254233,5820532,0.0002 EOS,0.0005 USDT
iloveyoumoon,11267612,7.312228699998479e-06,577081,1490049,0.0000 EOS,0.0001 USDT
jiangxin1234,998012975,0.0006476704308566771,51114150,131979042,0.0051 EOS,0.0131 USDT
kekekekeke44,163043171,0.0001058084849145462,8350405,21561124,0.0008 EOS,0.0021 USDT
dtest2111112,2901792,1.8831467345366514e-06,148617,383738,0.0000 EOS,0.0000 USDT
icemjsicemjs,2585779575,0.001678067333183364,132433073,341948170,0.0132 EOS,0.0341 USDT
imkeymiao325,576474683,0.0003741089701930742,29524679,76234055,0.0029 EOS,0.0076 USDT
wangmingwang,48706557,3.1608603843788e-05,2494551,6441043,0.0002 EOS,0.0006 USDT
zhuwanghu.tp,15784286,1.0243369144960281e-05,808406,2087342,0.0000 EOS,0.0002 USDT
davidgengeos,1773973579,0.00115123777047016,90855684,234593476,0.0090 EOS,0.0234 USDT
dtest2111111,2902878,1.8838515050211335e-06,148673,383881,0.0000 EOS,0.0000 USDT
ge2tembsgmge,1131198596,0.0007341025621994425,57935374,149591749,0.0057 EOS,0.0149 USDT
lht5211314yy,34415340,2.2334176653243442e-05,1762613,4551146,0.0001 EOS,0.0004 USDT
wanghaoyu555,4631125368,0.0030054147967804195,237187335,612428400,0.0237 EOS,0.0612 USDT
yangtyu12345,2738711,1.7773137001168957e-06,140265,362172,0.0000 EOS,0.0000 USDT
comefromhere,68808336636,0.04465385335853915,3524082107,9099338968,0.3524 EOS,0.9099 USDT
defiwallet11,1454737182,0.0009440661404719394,74505699,192377077,0.0074 EOS,0.0192 USDT
eosrock12345,648114483,0.0004206003298194219,33193778,85707832,0.0033 EOS,0.0085 USDT
fepefea3pyhx,1451439,9.419257525105668e-07,74336,191940,0.0000 EOS,0.0000 USDT
ifswapholder,612293330480,0.39735383717095596,31359164829,80970778169,3.1359 EOS,8.0970 USDT
dalemat12345,1548998,1.0052376343665582e-06,79333,204842,0.0000 EOS,0.0000 USDT
