owner,lptoken,lpratio,amount1,amount2,token1,token2
daheso123451,2662579458,2.0905359106510984e-05,10276652624,603621,1.0276 KEY,0.0000 EOS
eeeooossskey,81029118513,0.0006362036691557403,312744883894,18369744,31.2744 KEY,0.0018 EOS
vy2wvp5gtzm2,204075112619,0.0016023046753340746,787660640681,46264945,78.7660 KEY,0.0046 EOS
zxc1dai12345,27834205,2.185414783475895e-07,107430580,6310,0.0107 KEY,0.0000 EOS
12345plmokni,26107322038,0.0002049827812176106,100765398284,5918672,10.0765 KEY,0.0005 EOS
by1112223333,43203527675,0.0003392143877623053,166750946999,9794476,16.6750 KEY,0.0009 EOS
yangnanjun22,1201376497573,0.009432660132798932,4636905351337,272358628,463.6905 KEY,0.0272 EOS
zhaohero2345,395027069192,0.0031015723168143373,1524670355013,89554799,152.4670 KEY,0.0089 EOS
ez2eosfinder,266217714,2.090220028913194e-06,1027509981,60353,0.1027 KEY,0.0000 EOS
ivylm5555555,1755551364,1.3783788342569411e-05,6775832164,397993,0.6775 KEY,0.0000 EOS
fulyfighting,1094254490,8.591587003583814e-06,4223450775,248073,0.4223 KEY,0.0000 EOS
hasun5432155,1546588981,1.2143111050013176e-05,5969308319,350620,0.5969 KEY,0.0000 EOS
lovenieflsky,7889374083773,0.061943765791223813,30450305113884,1788564293,3045.0305 KEY,0.1788 EOS
tlsodo123123,138367389027,0.0010863976087356047,534051138777,31368644,53.4051 KEY,0.0031 EOS
yuxiangdong2,31782059967,0.00024953823434583174,122667959823,7205166,12.2667 KEY,0.0007 EOS
zysqq1122334,182636714043,0.0014339801509510755,704915701620,41404742,70.4915 KEY,0.0041 EOS
eoswanglawhu,187864213509,0.0014750240917196684,725092074553,42589845,72.5092 KEY,0.0042 EOS
fengzhi54321,3996503,3.1378718157769424e-08,15425144,906,0.0015 KEY,0.0000 EOS
vhgvpynxijh5,7096224037,5.571631349742806e-05,27389015248,1608752,2.7389 KEY,0.0001 EOS
wangyagang12,1171704868775,0.009199692041111174,4522382939225,265631907,452.2382 KEY,0.0265 EOS
ge3dknbsg4ge,22342831791,0.00017542572134094221,86235744169,5065242,8.6235 KEY,0.0005 EOS
mykeyeos2222,62396247018,0.0004899068633954192,240828326744,14145570,24.0828 KEY,0.0014 EOS
hexoctmining,310000439,2.4339820098135275e-06,1196496433,70278,0.1196 KEY,0.0000 EOS
linkboy12345,273785368199,0.0021496377969533738,1056718556992,62068641,105.6718 KEY,0.0062 EOS
rickyshi1234,1768598331976,0.01388622718245827,6826189031059,400950923,682.6189 KEY,0.0400 EOS
cangmang1234,275871986915,0.0021660209750948866,1064772196721,62541689,106.4772 KEY,0.0062 EOS
hellomykey11,2915755724,2.2893183635868392e-05,11253827045,661017,1.1253 KEY,0.0000 EOS
tongweitoeos,1167027635067,0.009162968536016508,4504330405274,264571553,450.4330 KEY,0.0264 EOS
luzuobinwqxy,21048362811,0.0001652621415094257,81239533445,4771779,8.1239 KEY,0.0004 EOS
mykeydigital,140113241499,0.0011001052458032945,540789536512,31764438,54.0789 KEY,0.0031 EOS
llslove21235,1019792494,8.006945384160795e-06,3936052754,231192,0.3936 KEY,0.0000 EOS
manniusl1234,134791832504,0.001058323970259069,520250704684,30558046,52.0250 KEY,0.0030 EOS
mytaobao2222,255597316226,0.0020068335111315867,986518852158,57945310,98.6518 KEY,0.0057 EOS
dappdapp5555,2195861017,1.7240898847336267e-05,8475277917,497813,0.8475 KEY,0.0000 EOS
lcywjp123123,871699216570,0.006844184537106175,3364462989109,197618984,336.4462 KEY,0.0197 EOS
ifswapholder,67346681377614,0.5287754153591898,259935322445144,15267861343,25993.5322 KEY,1.5267 EOS
konglong1314,4494417669,3.528811696597001e-05,17346926115,1018909,1.7346 KEY,0.0001 EOS
mysteorrrrrr,56602826,4.4441956480134337e-07,218467688,12832,0.0218 KEY,0.0000 EOS
ququdada1234,35649160050,0.00027990093983919527,137593653064,8081859,13.7593 KEY,0.0008 EOS
rn443bv3pyrp,6746768315,5.297254660690957e-05,26040234820,1529529,2.6040 KEY,0.0001 EOS
wangjunhewcy,8724169216,6.84981962954994e-05,33672330868,1977816,3.3672 KEY,0.0001 EOS
bwcrpf2nxhzt,51261087689,0.0004024786727431044,197850392695,11621169,19.7850 KEY,0.0011 EOS
gracezhou213,247095010967,0.0019400772894013687,953702840829,56017791,95.3702 KEY,0.0056 EOS
chenqiji1234,19907391847,0.00015630375806631195,76835772942,4513114,7.6835 KEY,0.0004 EOS
yangsbovip12,127127359527,0.000998146025347449,490668441477,28820468,49.0668 KEY,0.0028 EOS
333kkk333kkk,5209555421,4.090305231419539e-05,20107115012,1181034,2.0107 KEY,0.0001 EOS
chaojie12345,338506984431,0.002657802398471061,1306522019320,76741386,130.6522 KEY,0.0076 EOS
moondogs1431,1780588089,1.3980365284302867e-05,6872465422,403669,0.6872 KEY,0.0000 EOS
praprab1a3r5,14791691362,0.00011613761188842109,57090906115,3353357,5.7090 KEY,0.0003 EOS
wangxinyi123,1139950749,8.950373180405257e-06,4399822819,258433,0.4399 KEY,0.0000 EOS
zhangchaohe2,14280797148,0.00011212630361477757,55119027923,3237534,5.5119 KEY,0.0003 EOS
azazazazazax,54012649,4.240826767615404e-07,208470485,12244,0.0208 KEY,0.0000 EOS
dljzaaa12345,19604711,1.5392724615333003e-07,75667527,4444,0.0075 KEY,0.0000 EOS
hkn2kocrwa33,44513961037,0.00034950331263756154,171808774816,10091558,17.1808 KEY,0.0010 EOS
ntacpakxw2u2,11607623419,9.113776312599412e-05,44801485010,2631511,4.4801 KEY,0.0002 EOS
sleepingnoon,1062172284943,0.008339692166932028,4099624357596,240800271,409.9624 KEY,0.0240 EOS
yunruzeng123,65378838,5.133248069836218e-07,252340115,14821,0.0252 KEY,0.0000 EOS
amyjing54321,51591258103,0.00040507102019409847,199124738384,11696020,19.9124 KEY,0.0011 EOS
guluiloveyou,7140278142074,0.05606220623085271,27559049135641,1618740142,2755.9049 KEY,0.1618 EOS
jdwk12341234,135303383229,0.0010623404331575523,522225116785,30674017,52.2225 KEY,0.0030 EOS
kdjrxdtqjzh5,571032,4.4834827315449e-09,2203989,129,0.0002 KEY,0.0000 EOS
lanyangyang1,1933208589599,0.015178671822141998,7461528731810,438268970,746.1528 KEY,0.0438 EOS
aaaaa1112221,83544734378,0.0006559551371819243,322454306952,18940048,32.2454 KEY,0.0018 EOS
colocofe1234,75710166686,0.0005944416861735718,292215535900,17163909,29.2215 KEY,0.0017 EOS
mykeycaijuan,828482372746,0.006504865597017394,3197660646296,187821489,319.7660 KEY,0.0187 EOS
pra1xwjkzb2w,9933460698,7.79930012748199e-05,38339785371,2251969,3.8339 KEY,0.0002 EOS
wanghaoyu555,665436776690,0.005224705966083363,2568360007910,150858160,256.8360 KEY,0.0150 EOS
hanshuxia123,38934375641,0.0003056949537852623,150273469745,8826636,15.0273 KEY,0.0008 EOS
keyzhenniubi,73884349546,0.0005801062030165005,285168501699,16749986,28.5168 KEY,0.0016 EOS
jinyiyun1122,9469102090,7.434706934769107e-05,36547518818,2146697,3.6547 KEY,0.0002 EOS
luckydog5512,1059831787,8.321315644932111e-06,4090590830,240269,0.4090 KEY,0.0000 EOS
tanduoroueos,9246112652,7.25962580190967e-05,35686855304,2096144,3.5686 KEY,0.0002 EOS
tumaoran1234,212689219743,0.001669938714298847,820908169246,48217810,82.0908 KEY,0.0048 EOS
yc5p4iduinwz,3151651062,2.4745326202966116e-05,12164302951,714496,1.2164 KEY,0.0000 EOS
zws112233445,20035349159,0.00015730842049981289,77329644719,4542123,7.7329 KEY,0.0004 EOS
bcmutou54321,118193785955,0.000928003681589047,456187880898,26795178,45.6187 KEY,0.0026 EOS
eosotcotc111,15698159960,0.00012325478974503984,60589567110,3558858,6.0589 KEY,0.0003 EOS
lll133333333,19529972140,0.0001533404307240978,75379061027,4427551,7.5379 KEY,0.0004 EOS
baiwangfuhao,226896809538,0.0017814902271786088,875744641645,51438748,87.5744 KEY,0.0051 EOS
eoskidultlab,8371445922,6.572877392046151e-05,32310938721,1897852,3.2310 KEY,0.0001 EOS
eosxx11xxeos,27709913973,0.00021756560191117178,106950858990,6281989,10.6950 KEY,0.0006 EOS
keyaren22222,1317879825,1.0347391105295176e-05,5086568636,298770,0.5086 KEY,0.0000 EOS
mingxiangtan,13994665517,0.00010987972859527379,54014656984,3172667,5.4014 KEY,0.0003 EOS
