owner,lptoken,lpratio,amount1,amount2,token1,token2
mykeyisangel,23574342330,0.00012093441567893167,179374597152,23138139,17.9374 KEY,0.0023 EOS
tlsodo123123,138367389027,0.0007098131988906121,1052822357388,135807139,105.2822 KEY,0.0135 EOS
lianxiqu4152,1541917016360,0.007909906066036936,11732278244727,1513386507,1173.2278 KEY,0.1513 EOS
mykeyczy1111,21231615776,0.00010891642328119816,161549046561,20838761,16.1549 KEY,0.0020 EOS
by1112223333,43203527675,0.00022163050410936653,328730925503,42404121,32.8730 KEY,0.0042 EOS
linkboy12345,270561506117,0.0013879580261219992,2058672962550,265555233,205.8672 KEY,0.0265 EOS
lovenieflsky,7889374083773,0.040471832958811314,60029386111887,7743394856,6002.9386 KEY,0.7743 EOS
bkbnbnbkbnbn,5369402360,2.7544587580088676e-05,40855196373,5270050,4.0855 KEY,0.0005 EOS
tanduoroueos,9246112652,4.74317889856144e-05,70352661760,9075029,7.0352 KEY,0.0009 EOS
azazazazazax,46699891,2.3956655720434683e-07,355334372,45835,0.0355 KEY,0.0000 EOS
chaojie12345,336292300879,0.0017251515369898908,2558811403992,330069793,255.8811 KEY,0.0330 EOS
g44dsmzygege,122042519284,0.0006260679747071142,928608205717,119784333,92.8608 KEY,0.0119 EOS
luckydog5512,1059831787,5.436848930275247e-06,8064144364,1040221,0.8064 KEY,0.0001 EOS
wodehehuoren,371981230874,0.0019082327799248924,2830364576125,365098361,283.0364 KEY,0.0365 EOS
davidgengeos,1522884209770,0.007812269351023993,11587459697216,1494705870,1158.7459 KEY,0.1494 EOS
lcywjp123123,871699216570,0.004471744489326564,6632664174530,855569929,663.2664 KEY,0.0855 EOS
zhengxin4444,133683255349,0.0006857839826613195,1017181295604,131209677,101.7181 KEY,0.0131 EOS
cangmang1234,275871986915,0.001415200350989024,2099079831191,270767452,209.9079 KEY,0.0270 EOS
guluiloveyou,7140278142074,0.03662903307371999,54329596871118,7008159639,5432.9596 KEY,0.7008 EOS
haydgnrwgege,129177770330,0.0006626712191960346,982899551963,126787559,98.2899 KEY,0.0126 EOS
mykey2222222,683917812074,0.0035084415004158712,5203855968020,671263095,520.3855 KEY,0.0671 EOS
mykeybihu111,55406038620,0.00028422837048001844,421578499122,54380845,42.1578 KEY,0.0054 EOS
sleepingnoon,1062172284943,0.005448855490083885,8081952957628,1042518623,808.1952 KEY,0.1042 EOS
hkn2kocrwa33,44513961037,0.00022835291827902825,338701869893,43690307,33.8701 KEY,0.0043 EOS
llslove21235,1019792494,5.231450686906625e-06,7759489754,1000922,0.7759 KEY,0.0001 EOS
sususu111333,1303351542,6.6860850219953755e-06,9917059594,1279235,0.9917 KEY,0.0001 EOS
aimwx1234123,1485515324,7.62057007467062e-06,11303123924,1458028,1.1303 KEY,0.0001 EOS
mykey4444444,24872851794,0.00012759566124346074,189254813904,24412622,18.9254 KEY,0.0024 EOS
prayygdztyyg,139054288611,0.0007133369366330402,1058048901333,136481329,105.8048 KEY,0.0136 EOS
freegoods123,6932495841342,0.03556312715042,52748604028667,6804221991,5274.8604 KEY,0.6804 EOS
aollx5555555,44646680554,0.00022903375836410498,339711718208,43820570,33.9711 KEY,0.0043 EOS
yangfenglei1,47746973344,0.0002449380025522929,363301507585,46863498,36.3301 KEY,0.0046 EOS
aaaaa1112221,83544734378,0.00042857753966682916,635682763212,81998883,63.5682 KEY,0.0081 EOS
baoooooooooo,1696267124580,0.008701709285243246,12906711367604,1664880634,1290.6711 KEY,0.1664 EOS
eoskidultlab,8371445922,4.294482139917434e-05,63697418100,8216546,6.3697 KEY,0.0008 EOS
fengzhi54321,3996503,2.0501728035443247e-08,30408955,3922,0.0030 KEY,0.0000 EOS
ivylm5555555,1689447921,8.666727337971974e-06,12854824792,1658187,1.2854 KEY,0.0001 EOS
vhgvpynxijh5,1984058615,1.0178055697971e-05,15096485399,1947347,1.5096 KEY,0.0001 EOS
brianyouaret,40486240900,0.00020769104892683402,308055387081,39737113,30.8055 KEY,0.0039 EOS
eeeooossskey,81029118513,0.0004156726394813729,616541716728,79529814,61.6541 KEY,0.0079 EOS
gm3dmmzsgege,17818630333,9.140809178706122e-05,135580012924,17488927,13.5580 KEY,0.0017 EOS
yc5p4iduinwz,3151651062,1.616770785252504e-05,23980568861,3093335,2.3980 KEY,0.0003 EOS
ahhhhhhhhhha,3274468439263,0.016797750784226195,24915072877074,3213880062,2491.5072 KEY,0.3213 EOS
chenchenghui,66644914,3.4188286653944813e-07,507093874,65411,0.0507 KEY,0.0000 EOS
eszhengzhike,529419066099,0.0027158757818873274,4028291876692,519623081,402.8291 KEY,0.0519 EOS
jianbin54321,2044161068,1.0486376283660292e-05,15553798403,2006337,1.5553 KEY,0.0002 EOS
mjchowdotvip,23297523032,0.00011951435570085626,177268309334,22866442,17.7268 KEY,0.0022 EOS
ququdada1234,35603517866,0.000182643085816219,270903280567,34944736,27.0903 KEY,0.0034 EOS
wangjunjie54,116918081,5.997800324653639e-07,889616914,114754,0.0889 KEY,0.0000 EOS
bihubank4eos,6931005445,3.5555481541128906e-05,52737263765,6802759,5.2737 KEY,0.0006 EOS
discohedge22,67537770,3.464631435683441e-07,513887518,66288,0.0513 KEY,0.0000 EOS
lijinglu3333,453734174789,0.002327618583524233,3452413801316,445338608,345.2413 KEY,0.0445 EOS
manniusl1234,88045482580,0.0004516660036548242,669928464930,86416353,66.9928 KEY,0.0086 EOS
skystarexinx,140326472202,0.0007198631326583743,1067728807391,137729973,106.7728 KEY,0.0137 EOS
zxc1dai12345,27834205,1.4278715692013107e-07,211787427,27319,0.0211 KEY,0.0000 EOS
4darbcopjfun,12889279508,6.61209319862459e-05,98073120639,12650785,9.8073 KEY,0.0012 EOS
ifswapholder,73459253905436,0.3768398635646767,558943443339897,72100017416,55894.3443 KEY,7.2100 EOS
jdwk12341234,124421493554,0.0006382719148735189,946709561222,122119288,94.6709 KEY,0.0122 EOS
dongge123451,4070844589,2.0883094204666864e-05,30974612059,3995520,3.0974 KEY,0.0003 EOS
xtxiongfei12,12978129600,6.657672556931293e-05,98749171289,12737991,9.8749 KEY,0.0012 EOS
bcmutou54321,118193785955,0.0006063242927951765,899323613987,116006814,89.9323 KEY,0.0116 EOS
bihukeymykey,6033090018809,0.03094925007662181,45905123314125,5921458118,4590.5123 KEY,0.5921 EOS
ggggjjjj5522,166677332899,0.0008550408566610197,1268229629682,163593257,126.8229 KEY,0.0163 EOS
javascriptok,170495205265,0.0008746262243992063,1297279403714,167340486,129.7279 KEY,0.0167 EOS
tongweitoeos,1053423928340,0.005403977148235579,8015387667304,1033932139,801.5387 KEY,0.1033 EOS
huanggejian5,53647433,2.7520686989742364e-07,408197460,52654,0.0408 KEY,0.0000 EOS
asdfgh123445,5374411868,2.757028593953126e-05,40893313173,5274967,4.0893 KEY,0.0005 EOS
gaoqianliang,98205918972,0.0005037881973902485,747238116211,96388788,74.7238 KEY,0.0096 EOS
intermilan32,500711748845,0.002568609631713364,3809861033715,491446943,380.9861 KEY,0.0491 EOS
bihumykeyzty,406602163975,0.00208583528760973,3093791476485,399078693,309.3791 KEY,0.0399 EOS
iwuxgfm3kw2s,36309744576,0.00018626597010775733,276276882504,35637895,27.6276 KEY,0.0035 EOS
koolfish1233,134504551496,0.000689997163595339,1023430448325,132015777,102.3430 KEY,0.0132 EOS
moondogs1431,1780588089,9.134268820473202e-06,13548300380,1747641,1.3548 KEY,0.0001 EOS
mykeyeos2222,62396247018,0.0003200875582466403,474766231693,61241712,47.4766 KEY,0.0061 EOS
konglong1314,889221480,4.561632243547505e-06,6765989164,872767,0.6765 KEY,0.0000 EOS
bml123454321,1245392085412,0.006388757829685184,9476052417092,1222348258,947.6052 KEY,0.1222 EOS
cenxuanxi153,51041119962,0.0002618367007569761,388366309576,50096692,38.8366 KEY,0.0050 EOS
eosisniceeos,27264725558,0.00013986577474134628,207454320251,26760238,20.7454 KEY,0.0026 EOS
aazz12345.tp,3196831085,1.639947761328365e-05,24324338724,3137679,2.4324 KEY,0.0003 EOS
amyjing54321,51591258103,0.0002646588636700795,392552250632,50636651,39.2552 KEY,0.0050 EOS
meng11222333,38447689826,0.0001972334514458591,292544274509,37736281,29.2544 KEY,0.0037 EOS
btctomoonyes,44432166471,0.0002279333189575942,338079503969,43610026,33.8079 KEY,0.0043 EOS
dappdapp5555,2195861017,1.12645844064588e-05,16708066753,2155230,1.6708 KEY,0.0002 EOS
haydqmjrgyge,192921087604,0.0009896691358317832,1467915494174,189351416,146.7915 KEY,0.0189 EOS
lanyangyang1,1933208589599,0.009917199296420274,14709573107776,1897437906,1470.9573 KEY,0.1897 EOS
prayouhang11,454377805,2.33092035298151e-06,3457311113,445970,0.3457 KEY,0.0000 EOS
tx12345txgly,266002135,1.3645688314552145e-06,2023981205,261080,0.2023 KEY,0.0000 EOS
yangnanjun22,1201376497573,0.006162961524466512,9141142614455,1179147102,914.1142 KEY,0.1179 EOS
15zso15zsoso,10910229680,5.596857094904746e-05,83014746553,10708354,8.3014 KEY,0.0010 EOS
zhaojinsong3,15759693705,8.084591810935634e-05,119913788898,15468087,11.9913 KEY,0.0015 EOS
qjyailcm1314,126270893,6.477591802329573e-07,960781439,123934,0.0960 KEY,0.0000 EOS
firstpoolbak,29656778463018,0.15213680721775652,225655189662376,29108031051,22565.5189 KEY,2.9108 EOS
luzuobinwqxy,21048362811,0.00010797635081031084,160154694756,20658899,16.0154 KEY,0.0020 EOS
mytaobao2222,255597316226,0.0013111929764232973,1944812075326,250867929,194.4812 KEY,0.0250 EOS
eosamoeosamo,533385132084,0.002736221370567004,4058469239792,523515762,405.8469 KEY,0.0523 EOS
awayfromduck,4678972039,2.400273745047141e-05,35601787436,4592395,3.5601 KEY,0.0004 EOS
kakaxisai.tp,41208413246,0.00021139573300499187,313550317621,40445922,31.3550 KEY,0.0040 EOS
sunnyisyatou,6206292156877,0.03183776264118824,47222999474018,6091455450,4722.2999 KEY,0.6091 EOS
wyc135422111,60470342615,0.0003102078288200469,460112235344,59351443,46.0112 KEY,0.0059 EOS
zhw12345key1,5825083012,2.9882191429833678e-05,44322420707,5717299,4.4322 KEY,0.0005 EOS
zqrgdqyhy123,603396969,3.0953762716677004e-06,4591181663,592232,0.4591 KEY,0.0000 EOS
averygoodboy,65953623688,0.0003383366047275189,501833922413,64733265,50.1833 KEY,0.0064 EOS
jacloneoskey,6986890155,3.584216545598137e-05,53162484423,6857609,5.3162 KEY,0.0006 EOS
maktalkmykey,2808543276350,0.014407593445444787,21369899178026,2756576038,2136.9899 KEY,0.2756 EOS
12345plmokni,26107322038,0.00013392839093497738,198647763222,25624251,19.8647 KEY,0.0025 EOS
eoscosmossoe,746423666233,0.0038290913341807644,5679456188484,732612386,567.9456 KEY,0.0732 EOS
eosotcotc111,15698159960,8.053025511473521e-05,119445585350,15407692,11.9445 KEY,0.0015 EOS
ge2donzqg4ge,11035974243,5.661363010015072e-05,83971523205,10831772,8.3971 KEY,0.0010 EOS
lll133333333,19529972140,0.00010018713293948823,148601425904,19168603,14.8601 KEY,0.0019 EOS
buildmydream,797106142049,0.00408908822029409,6065093613907,782357071,606.5093 KEY,0.0782 EOS
yunruzeng123,27804644,1.4263551144846353e-07,211562500,27290,0.0211 KEY,0.0000 EOS
biehuaigang1,138472326251,0.0007103515181230116,1053620813269,135910135,105.3620 KEY,0.0135 EOS
dljzaaa12345,19604711,1.0057053707590426e-07,149170105,19241,0.0149 KEY,0.0000 EOS
uzii3op2l3q3,5782105644,2.966172110604932e-05,43995410606,5675117,4.3995 KEY,0.0005 EOS
mykeycaijuan,828482372746,0.0042500456744802165,6303831927903,813152738,630.3831 KEY,0.0813 EOS
colocofe1234,75710166686,0.0003883868589400402,576070392952,74309280,57.6070 KEY,0.0074 EOS
helloworldst,4444567729,2.2800262833548635e-05,33818230631,4362328,3.3818 KEY,0.0004 EOS
sunxiheng111,11761991153,6.033803647190945e-05,89495706613,11544355,8.9495 KEY,0.0011 EOS
xiaoxiwudi12,5672838094,2.9101187661385524e-05,43164005747,5567872,4.3164 KEY,0.0005 EOS
yuxiangdong2,31782059967,0.00016303932459192007,241826224606,31193987,24.1826 KEY,0.0031 EOS
cgtomc32cx3h,46590048813,0.00023900307591966062,354498595131,45727980,35.4498 KEY,0.0045 EOS
nnngggyyy123,2103076776748,0.01078860897002807,16002081599098,2064162977,1600.2081 KEY,0.2064 EOS
czstothemoon,203176164051,0.0010422768251789635,1545945251301,199416740,154.5945 KEY,0.0199 EOS
gududewulang,58655411339,0.0003008973823062893,446302621403,57570094,44.6302 KEY,0.0057 EOS
mykeyxhyzdai,247268970963,0.0012684692578204843,1881442605435,242693686,188.1442 KEY,0.0242 EOS
2hqfrtc52vqx,7189411124,3.6881081185035604e-05,54703444366,7056383,5.4703 KEY,0.0007 EOS
hexoctmining,310000439,1.5902764720171645e-06,2358759497,304264,0.2358 KEY,0.0000 EOS
m1llimeterss,444704256150,0.002281295851846324,3383706136198,436475772,338.3706 KEY,0.0436 EOS
mykey1314555,12154809156,6.235316016002677e-05,92484615914,11929905,9.2484 KEY,0.0011 EOS
vioceinworld,11155615869,5.722738169197243e-05,84881863276,10949200,8.4881 KEY,0.0010 EOS
cleardcepzjr,65590812,3.364754109399861e-07,499073327,64377,0.0499 KEY,0.0000 EOS
fajiaojun123,268865947,1.3792599488567624e-06,2045771638,263891,0.2045 KEY,0.0000 EOS
keyaren22222,5808711986,2.9798209427890186e-05,44197855358,5701231,4.4197 KEY,0.0005 EOS
ok.yfc,22056457801,0.0001131477942744776,167825179480,21648341,16.7825 KEY,0.0021 EOS
zhuyunxuanya,9261649481,4.7511491626320836e-05,70470879796,9090278,7.0470 KEY,0.0009 EOS
jxycwzztyang,33867044412,0.0001737351214046635,257690643628,33240393,25.7690 KEY,0.0033 EOS
gm3dmnrtg4ge,760809666757,0.0039028903205097607,5788917695936,746732199,578.8917 KEY,0.0746 EOS
jinyiyun1122,9469102090,4.857570625845326e-05,72049364050,9293892,7.2049 KEY,0.0009 EOS
liyanzexuana,47475334431,0.0002435445175184597,361234636751,46596885,36.1234 KEY,0.0046 EOS
shiyinjun123,38397640169,0.00019697670086764579,292163452133,37687158,29.2163 KEY,0.0037 EOS
zws112233445,20035349159,0.00010277967501912661,152446784469,19664629,15.2446 KEY,0.0019 EOS
eosxx11xxeos,27709913973,0.0001421495542878298,210841710299,27197189,21.0841 KEY,0.0027 EOS
petersonseos,589489043388,0.0030240297698799126,4485357775979,578581567,448.5357 KEY,0.0578 EOS
zysk13141314,172046093569,0.0008825821524247722,1309079943507,168862678,130.9079 KEY,0.0168 EOS
fqhzmseosqbo,12743088106,6.537098225145923e-05,96960766221,12507299,9.6960 KEY,0.0012 EOS
imrealwjdadi,892174639615,0.004576781706783736,6788459433155,875666490,678.8459 KEY,0.0875 EOS
rickyshi1234,1768598331976,0.009072762364024378,13457071628203,1735873477,1345.7071 KEY,0.1735 EOS
bwcrpf2nxhzt,32036808013,0.00016434616088271045,243764574677,31444022,24.3764 KEY,0.0031 EOS
mykeydigital,140113241499,0.0007187692768845359,1066106358251,137520688,106.6106 KEY,0.0137 EOS
zysqq1122334,182636714043,0.0009369111547261705,1389662818504,179257337,138.9662 KEY,0.0179 EOS
baiwangfuhao,226896809538,0.001163961763886538,1726433053203,222698476,172.6433 KEY,0.0222 EOS
eos11michael,163384908750,0.0008381509945790636,1243177933770,160361753,124.3177 KEY,0.0160 EOS
mysteorrrrrr,56602826,2.9036779021297267e-07,430684723,55555,0.0430 KEY,0.0000 EOS
tiancai54321,1568047512780,0.008043953339624361,11931102339292,1539033504,1193.1102 KEY,0.1539 EOS
waltothemoon,7242612272,3.715399864999668e-05,55108246093,7108600,5.5108 KEY,0.0007 EOS
huayu1111111,193695941450,0.0009936440716238769,1473811272496,190111932,147.3811 KEY,0.0190 EOS
vy2wvp5gtzm2,204075112619,0.0010468883565750333,1552785252816,200299055,155.2785 KEY,0.0200 EOS
gybgyb555555,49648481785,0.0002546925827226272,377769877723,48729822,37.7769 KEY,0.0048 EOS
keyforfuture,247833513242,0.0012713653127636602,1885738146004,243247782,188.5738 KEY,0.0243 EOS
pra1xwjkzb2w,9933460698,5.095782730080779e-05,75582618004,9749659,7.5582 KEY,0.0009 EOS
tumaoran1234,212689219743,0.001091078009760436,1618329053511,208753773,161.8329 KEY,0.0208 EOS
333kkk333kkk,4648593425,2.384689768697775e-05,35370639878,4562579,3.5370 KEY,0.0004 EOS
eoseosdalian,23583833574,0.00012098310497134708,179446814991,23147455,17.9446 KEY,0.0023 EOS
eossongnan54,9886257549,5.071567907191506e-05,75223454396,9703329,7.5223 KEY,0.0009 EOS
jackyhe44444,2558094301,1.3122811029572427e-05,19464260266,2510761,1.9464 KEY,0.0002 EOS
ts2eoscompte,17592661364,9.024888976797415e-05,133860639708,17267139,13.3860 KEY,0.0017 EOS
hellomykey11,2915755724,1.4957584385958154e-05,22185666987,2861804,2.2185 KEY,0.0002 EOS
gekm25uonsti,11215549387,5.753483565516058e-05,85337890871,11008025,8.5337 KEY,0.0011 EOS
praprab1a3r5,14791691362,7.58801465901412e-05,112548364748,14517996,11.2548 KEY,0.0014 EOS
dopmarketing,4393528860,2.2538437680039526e-05,33429881449,4312234,3.3429 KEY,0.0004 EOS
duhaibo12345,1571105144,8.059638733506242e-06,11954367521,1542034,1.1954 KEY,0.0001 EOS
gracezhou213,247095010967,0.0012675768575077513,1880118962817,242522944,188.0118 KEY,0.0242 EOS
wenquanijl12,6809438356,3.493185248424129e-05,51812273057,6683441,5.1812 KEY,0.0006 EOS
chenqiji1234,19907391847,0.00010212326464966852,151473171252,19539039,15.1473 KEY,0.0019 EOS
dcjhotmykey2,24820804967,0.00012732866534923478,188858795279,24361538,18.8858 KEY,0.0024 EOS
epeac12345zy,214666935,1.1012235245593894e-06,1633377272,210694,0.1633 KEY,0.0000 EOS
wuxiqi111123,734099769690,0.003765870769786962,5585685005101,720516522,558.5685 KEY,0.0720 EOS
btceos112233,1138435525875,0.0058400795739115075,8662231632139,1117370744,866.2231 KEY,0.1117 EOS
