owner,lptoken,lpratio,amount1,amount2,token1,token2
bangbanga.tp,335671644,2.7414266584648405e-05,2237108464,1038507,0.2237 TKT,0.0001 EOS
wwwspacexcom,16481484504,0.0013460410433221094,109842070821,50990726,10.9842 TKT,0.0050 EOS
yueliang2222,325401229720,0.02657548296965023,2168660530036,1006732445,216.8660 TKT,0.1006 EOS
eosjammygu12,261769649421,0.02137869874107462,1744583163220,809867865,174.4583 TKT,0.0809 EOS
hejjooneosvc,2931716501,0.00023943296714400646,19538641161,9070199,1.9538 TKT,0.0009 EOS
lagrange1234,2544143181,0.00020777989633658002,16955630143,7871118,1.6955 TKT,0.0007 EOS
xiaodan11111,18448948,1.5067235726301504e-06,122954376,57077,0.0122 TKT,0.0000 EOS
zhujiawei233,226192435,1.8473111516445984e-05,1507476189,699798,0.1507 TKT,0.0000 EOS
my5555544444,279748,2.2846988673616476e-08,1864401,865,0.0001 TKT,0.0000 EOS
smilekkkk.tp,7517587973,0.0006139605905030472,50101520305,23258055,5.0101 TKT,0.0023 EOS
kbwrbsngfqab,134597044260,0.010992525936594633,897031942987,416418867,89.7031 TKT,0.0416 EOS
nycnymxxq123,7396428970,0.0006040655479317055,49294047180,22883211,4.9294 TKT,0.0022 EOS
tuituizhu444,329300888,2.6893967636400787e-05,2194650090,1018797,0.2194 TKT,0.0001 EOS
ziqiyunge.tp,36159147864,0.002953113665500491,240985311702,111869851,24.0985 TKT,0.0111 EOS
pralinlihong,114105796,9.319007924296124e-06,760466505,353022,0.0760 TKT,0.0000 EOS
porschejiu22,82519892,6.739390586785446e-06,549959915,255301,0.0549 TKT,0.0000 EOS
ahxtradereos,3287553794,0.00026849416008487237,21910145083,10171095,2.1910 TKT,0.0010 EOS
jammy1221.tp,600151748,4.9014327855809974e-05,3999755652,1856760,0.3999 TKT,0.0001 EOS
mahafulishi1,456436260,3.7277099612679497e-05,3041953167,1412131,0.3041 TKT,0.0001 EOS
mayunbaba123,48729179387,0.003979706770126737,324759215226,150759251,32.4759 TKT,0.0150 EOS
meetddzkeos1,5111980846,0.00041749491859926206,34069173925,15815542,3.4069 TKT,0.0015 EOS
mytreasure11,1481714755605,0.12101148261591803,9874997430150,4584156984,987.4997 TKT,0.4584 EOS
nannan255.tp,155438374788,0.012694635129569429,1035930529659,480898167,103.5930 TKT,0.0480 EOS
btc111btc222,987371152,8.063849438208549e-05,6580407971,3054747,0.6580 TKT,0.0003 EOS
eeee.tp,84137400850,0.006871492358292031,560739922465,260305873,56.0739 TKT,0.0260 EOS
gamejiucai11,241734769633,0.019742452292150218,1611059227070,747883577,161.1059 TKT,0.0747 EOS
handbagtiger,4295384177,0.00035080355763312133,28626905110,13289140,2.8626 TKT,0.0013 EOS
weiweiyixiao,3365696495,0.00027487606595970543,22430932885,10412855,2.2430 TKT,0.0010 EOS
5tatpil1j2fk,518863864668,0.04237555528267822,3458006550054,1605270785,345.8006 TKT,0.1605 EOS
bianle111111,396158649314,0.03235423371688863,2640228579157,1225643081,264.0228 TKT,0.1225 EOS
eoshanximing,17146728991,0.0014003714880783714,114275641840,53048872,11.4275 TKT,0.0053 EOS
ldllww112345,962486979,7.860620668500342e-05,6414565562,2977760,0.6414 TKT,0.0002 EOS
wujiajia1314,23236789597,0.0018977460740876365,154863300569,71890416,15.4863 TKT,0.0071 EOS
wuwulingfeng,341874407,2.7920845562893565e-05,2278447236,1057697,0.2278 TKT,0.0001 EOS
xcy123123.tp,164061791337,0.013398908619363386,1093401926187,507577456,109.3401 TKT,0.0507 EOS
zk1122334455,5616282690,0.00045868119524092494,37430130813,17375761,3.7430 TKT,0.0017 EOS
a12345a12.tp,5792113845,0.00047304130650804356,38601970533,17919750,3.8601 TKT,0.0017 EOS
bianle222222,166111683164,0.01356632306148132,1107063581676,513919450,110.7063 TKT,0.0513 EOS
eoskeytp2222,12724590130,0.0010392158892164449,84803970776,39367576,8.4803 TKT,0.0039 EOS
fhs4skg1ld1y,3991194277,0.00032596040165013473,26599609053,12348031,2.6599 TKT,0.0012 EOS
lulu521lulu5,144881739387,0.011832475866810998,965575053302,448237850,96.5575 TKT,0.0448 EOS
prdroedeer11,13975143,1.1413484058265673e-06,93138372,43236,0.0093 TKT,0.0000 EOS
wuchenfei.tp,6869083091,0.0005609972674628861,45779511619,21251698,4.5779 TKT,0.0021 EOS
kkkkk1111111,139874,1.1423494336808238e-08,932200,432,0.0000 TKT,0.0000 EOS
museshengw33,20862241708,0.001703817006766537,139037950775,64543995,13.9037 TKT,0.0064 EOS
nicoleou5555,41338493903,0.0033761102920707377,275503445932,127893810,27.5503 TKT,0.0127 EOS
qwertyuioptf,2887845,2.3584998643836585e-07,19246256,8934,0.0019 TKT,0.0000 EOS
xiaohangzhou,41546239959,0.0033930768898245037,276887984867,128536538,27.6887 TKT,0.0128 EOS
kfugan222222,32780748717,0.0026772001753362553,218469721054,101417697,21.8469 TKT,0.0101 EOS
djh311311eos,683345054,5.58087160905881e-05,4554203585,2114145,0.4554 TKT,0.0002 EOS
eosairuqixue,646155874,5.2771479812791346e-05,4306353548,1999089,0.4306 TKT,0.0001 EOS
eosgamescccc,5415609087,0.00044229220395292714,36092726764,16754913,3.6092 TKT,0.0016 EOS
eoskeytp1111,5182645335,0.0004232660797150159,34540122632,16034165,3.4540 TKT,0.0016 EOS
ha4doobqgqge,35291541166,0.002882256321024892,235203082780,109185633,23.5203 TKT,0.0109 EOS
hxxeoswallet,2247678566,0.00018356766353765718,14979819819,6953910,1.4979 TKT,0.0006 EOS
keyids112233,7503555871,0.0006128145902618979,50008002324,23214642,5.0008 TKT,0.0023 EOS
laoma.x,1780787480829,0.14543671949260828,11868189697314,5509433807,1186.8189 TKT,0.5509 EOS
nicoleou2222,50915318440,0.004158248508344138,339328900416,157522769,33.9328 TKT,0.0157 EOS
onepiece1125,87905682690,0.007179247525504933,585853915118,271964254,58.5853 TKT,0.0271 EOS
onlyyyyyyyyy,814931880,6.655539782993616e-05,5431173706,2521251,0.5431 TKT,0.0002 EOS
wangvv12345v,45324714001,0.0037016644530640185,302069904203,140226452,30.2069 TKT,0.0140 EOS
yoliky555555,20743774198,0.001694141778135192,138248415305,64177478,13.8248 TKT,0.0064 EOS
aldydualdydu,135418941,1.1059650153781752e-05,902509534,418961,0.0902 TKT,0.0000 EOS
googleblock1,328465970,2.68257799743285e-05,2189085717,1016214,0.2189 TKT,0.0001 EOS
chenruicc.tp,110717000,9.042245324280407e-06,737881624,342538,0.0737 TKT,0.0000 EOS
wzjjpeng1121,19291864053,0.0015755644348193368,128572052903,59685531,12.8572 TKT,0.0059 EOS
chenggongzhe,11531059708,0.0009417403897202886,76849599123,35675009,7.6849 TKT,0.0035 EOS
fajiaojun123,3165803571,0.00025855083264056074,21098731729,9794422,2.1098 TKT,0.0009 EOS
fangelegends,324048403,2.646499775885621e-05,2159644516,1002547,0.2159 TKT,0.0001 EOS
fghlphfqhlqh,18685790011,0.0015260664338579467,124532827685,57810448,12.4532 TKT,0.0057 EOS
gallonwang12,16652263586,0.0013599885523378828,110980240627,51519086,11.0980 TKT,0.0051 EOS
pepsicolacom,11130978250,0.0009090657806455143,74183226695,34437229,7.4183 TKT,0.0034 EOS
qhyhky134eos,1455631226,0.00011888124359560913,9701161820,4503459,0.9701 TKT,0.0004 EOS
zhs123123.tp,23737587470,0.0019386461817995852,158200904983,73439794,15.8200 TKT,0.0073 EOS
cc1234533333,715286075,5.8417335794788825e-05,4767076878,2212965,0.4767 TKT,0.0002 EOS
porschejiu11,82657603,6.750637429147973e-06,550877700,255727,0.0550 TKT,0.0000 EOS
b55555555.tp,17908367706,0.0014625744389305413,119351639312,55405244,11.9351 TKT,0.0055 EOS
qingqing3333,7267092768,0.000593502674409169,48432076509,22483068,4.8432 TKT,0.0022 EOS
bianleeos.tp,1321116706574,0.10789545745321388,8804679870397,4087295719,880.4679 TKT,0.4087 EOS
manto11chris,70384301911,0.005748278266729412,469081378763,217756277,46.9081 TKT,0.0217 EOS
ooooo2222222,591220,4.82848729700142e-08,3940229,1829,0.0003 TKT,0.0000 EOS
ooooo5555555,443415,3.621365472751065e-08,2955172,1371,0.0002 TKT,0.0000 EOS
biehuaigang1,142204272,1.1613807397099806e-05,947730874,439954,0.0947 TKT,0.0000 EOS
grace1234555,6519561748,0.0005324518974702204,43450100813,20170342,4.3450 TKT,0.0020 EOS
qukuaixiyou3,37805732335,0.0030875900398055433,251959095528,116964085,25.1959 TKT,0.0116 EOS
135135135.tp,3649864225,0.00029808401350076843,24324789711,11292018,2.4324 TKT,0.0011 EOS
edina1313131,3587671486,0.0002930047392842801,23910301608,11099605,2.3910 TKT,0.0011 EOS
luck.tp,48395727702,0.003952473807351692,322536901842,149727612,32.2536 TKT,0.0149 EOS
sdfuliang.tp,82392716,6.729004136724834e-06,549112341,254908,0.0549 TKT,0.0000 EOS
fulyfight.tp,7236316480,0.0005909891783221479,48226965664,22387852,4.8226 TKT,0.0022 EOS
ieosplaygame,15113376131,0.001234307781592943,100724211519,46758047,10.0724 TKT,0.0046 EOS
111111eoswql,75829798435,0.006193011374405055,505373292559,234603656,50.5373 TKT,0.0234 EOS
biduofen1234,109119967068,0.008911815818765456,727238080270,337597406,72.7238 TKT,0.0337 EOS
chinaer1o.tp,12939876404,0.0010567982957525525,86238762050,40033633,8.6238 TKT,0.0040 EOS
dappdirds111,152091345,1.2421283571536153e-05,1013624002,470543,0.1013 TKT,0.0000 EOS
eosgamesbbbb,5492702012,0.0004485883747362427,36606518257,16993424,3.6606 TKT,0.0016 EOS
g11czjzyzjzy,505052196,4.124755780773099e-05,3365957664,1562539,0.3365 TKT,0.0001 EOS
gu4tqobrg4ge,12385288251,0.001011505141734962,82542668342,38317837,8.2542 TKT,0.0038 EOS
