owner,lptoken,lpratio,amount1,amount2,token1,token2
cccccccyyyyy,215927964,1.4066939266607836e-05,7048028,10171438,0.0007 EOS,0.0010 USDT
zlj123zlj345,512490,3.3386901683303277e-08,16728,24141,0.0000 EOS,0.0000 USDT
undefinedosu,35099651659,0.002286617532161068,1145675415,1653393685,0.1145 EOS,0.1653 USDT
vmevchto5rmb,624471078,4.068207084089917e-05,20383141,29416147,0.0020 EOS,0.0029 USDT
ymgduowcsamq,55907572189,0.0036421795859945044,1824859448,2633565361,0.1824 EOS,0.2633 USDT
imrealwjdadi,3477043179,0.00022651700280175864,113492946,163788555,0.0113 EOS,0.0163 USDT
fundurianyes,4209324751,0.00027422254407838604,137395092,198283191,0.0137 EOS,0.0198 USDT
kekekekeke44,704421326,4.5890545288267335e-05,22992769,33182260,0.0022 EOS,0.0033 USDT
pengmingxia2,21377140253,0.0013926446953054616,697763734,1006985170,0.0697 EOS,0.1006 USDT
eos11michael,1346484804,8.771869845111102e-05,43950138,63427110,0.0043 EOS,0.0063 USDT
aaaaa1112221,763541163,4.974199250763145e-05,24922479,35967141,0.0024 EOS,0.0035 USDT
agjxdn5cu2qn,8744288,5.69659278710782e-07,285419,411905,0.0000 EOS,0.0000 USDT
aoxiang12321,10619771225,0.0006918403437886558,346636226,500251764,0.0346 EOS,0.0500 USDT
okwcbkunaxb2,7139319649,0.00046510129603863153,233032027,336302654,0.0233 EOS,0.0336 USDT
qiaoqiao1111,2315136047,0.00015082288353852836,75567543,109056105,0.0075 EOS,0.0109 USDT
gezdqojug4ge,4681006304,0.0003049509205068799,152791084,220502081,0.0152 EOS,0.0220 USDT
cgtomc32cx3h,652768886,4.2525572438099096e-05,21306800,30749135,0.0021 EOS,0.0030 USDT
maoyiqiuqiu5,15268075529,0.0009946608452457058,498359896,719213396,0.0498 EOS,0.0719 USDT
dalemat12345,3765520,2.453102422027984e-07,122909,177377,0.0000 EOS,0.0000 USDT
d5krdtv55.tp,1028464245,6.700078954244519e-05,33569740,48446528,0.0033 EOS,0.0048 USDT
xiaoxiaoyfyx,2008963,1.3087679792072822e-07,65573,94633,0.0000 EOS,0.0000 USDT
dtest2111112,8672188,5.64962220014288e-07,283065,408509,0.0000 EOS,0.0000 USDT
ruanmiaode11,41438346635,0.0026995609768412773,1352574534,1951982353,0.1352 EOS,0.1951 USDT
todayluckday,1048842305,6.832834771083181e-05,34234893,49406451,0.0034 EOS,0.0049 USDT
abo.game,578784192,3.770573262727883e-05,18891891,27264034,0.0018 EOS,0.0027 USDT
bhjw42rtjngz,10427154633,0.0006792920575397984,340349096,491178425,0.0340 EOS,0.0491 USDT
bsctothemoon,32516932728,0.0021183625749425796,1061373792,1531732900,0.1061 EOS,0.1531 USDT
