owner,lptoken,lpratio,amount1,amount2,token1,token2
ouyanghl2133,2333236752,7.655862183929137e-06,6963955,66542908618,0.0006 EOS,0.00066542 DOP
yangyong5432,24095099,7.90613113281394e-08,71916,687181859,0.0000 EOS,0.00000687 DOP
4ot42ycnm2kd,10798417,3.543197761038762e-08,32229,307966208,0.0000 EOS,0.00000307 DOP
mxcoin.game,7344047168,2.4097431579666407e-05,21919602,209449066484,0.0021 EOS,0.00209449 DOP
whowhatwhere,3601929982,1.181872328846051e-05,10750594,102725493860,0.0010 EOS,0.00102725 DOP
eosbetterone,102125319770,0.0003350956018409287,304811001,2912570194731,0.0304 EOS,0.02912570 DOP
hazdqmjqgige,49814607395,0.00016345266661677257,148680468,1420691177150,0.0148 EOS,0.01420691 DOP
huyuepeng123,191052295481,0.0006268845383444584,570229221,5448729293637,0.0570 EOS,0.05448729 DOP
maxocoin.net,9012644459,2.9572465731011503e-05,26899824,257036743543,0.0026 EOS,0.00257036 DOP
12345ssdlhxx,769491576,2.5248708484043433e-06,2296683,21945568781,0.0002 EOS,0.00021945 DOP
imrealwjdadi,201500030889,0.000661165852638536,601412327,5746694213799,0.0601 EOS,0.05746694 DOP
maxerosem.tp,396477900,1.3009310601557155e-06,1183358,11307379178,0.0001 EOS,0.00011307 DOP
oorwullie313,3791172,1.243966790883594e-08,11315,108122594,0.0000 EOS,0.00000108 DOP
pigkth111111,9053388631,2.9706156307144816e-05,27021432,258198749804,0.0027 EOS,0.00258198 DOP
eoseos141414,202881220878,0.000665697840314687,605534732,5786085158222,0.0605 EOS,0.05786085 DOP
craftymining,1239925314859,0.004068467257250475,3700775460,35362136675646,0.3700 EOS,0.35362136 DOP
hm2hzvotycbw,1662987942,5.456628645410581e-06,4963480,47427700838,0.0004 EOS,0.00047427 DOP
m55ejqtex4sa,6211822365,2.0382353353865206e-05,18540277,177158502083,0.0018 EOS,0.00177158 DOP
pianistok123,28165853578,9.241835107434284e-05,84065950,803278029632,0.0084 EOS,0.00803278 DOP
zhujiawei233,13803676222,4.529289310080764e-05,41199502,393674908753,0.0041 EOS,0.00393674 DOP
