owner,lptoken,lpratio,amount1,amount2,token1,token2
chenggongzhe,11531059708,0.0011717237392730707,13091303761,11932834,1.3091 TKT,0.0011 EOS
fwp543211234,79254178017,0.008053379669404174,89977898391,82015618,8.9977 TKT,0.0082 EOS
guoshenglong,10636274194,0.0010808004889508065,12075446653,11006872,1.2075 TKT,0.0011 EOS
qingqing3333,12595129533,0.00127984874302547,14299350693,13033979,1.4299 TKT,0.0013 EOS
xiaodan11111,18448948,1.8746820226086402e-06,20945237,19091,0.0020 TKT,0.0000 EOS
a12345a12.tp,433806030,4.4081015662260226e-05,492503434,448921,0.0492 TKT,0.0000 EOS
daghy1112345,2347288983,0.00023851877398632258,2664895843,2429075,0.2664 TKT,0.0002 EOS
ge4tcmbxgqge,48643269353,0.0049428651745876745,55225090421,50338138,5.5225 TKT,0.0050 EOS
izmg12131415,10582471732,0.0010753333746045856,12014364290,10951195,1.2014 TKT,0.0010 EOS
keyaren22222,1069795412,0.00010870680684587563,1214547236,1107070,0.1214 TKT,0.0001 EOS
sbunknown123,53540018,5.440446210523386e-06,60784408,55405,0.0060 TKT,0.0000 EOS
smilekkkk.tp,7517587973,0.0007638965119508185,8534777392,7779522,0.8534 TKT,0.0007 EOS
david1231231,40394166316,0.004104636069811064,45859818161,41801613,4.5859 TKT,0.0041 EOS
qhyhky134eos,1455631226,0.00014791334936441766,1652589703,1506349,0.1652 TKT,0.0001 EOS
fghlphfqhlqh,18685790011,0.0018987486230576294,21214125955,19336855,2.1214 TKT,0.0019 EOS
fulyfight.tp,16304325569,0.0016567571243066375,18510430441,16872414,1.8510 TKT,0.0016 EOS
haytmobzgige,9959348203,0.0010120149416142192,11306927193,10306360,1.1306 TKT,0.0010 EOS
lixiandeid11,17695216763,0.001798091942790405,20089520272,18311768,2.0089 TKT,0.0018 EOS
museshengw33,20872232605,0.0021209230594773972,23696411615,21599480,2.3696 TKT,0.0021 EOS
nicoleou2222,58582832469,0.005952869662981761,66509555449,60624024,6.6509 TKT,0.0060 EOS
prdroedeer11,13975143,1.4200782258958602e-06,15866090,14462,0.0015 TKT,0.0000 EOS
qtdsstq2jtlq,3458233240,0.0003514069032562524,3926159691,3578727,0.3926 TKT,0.0003 EOS
eoshanximing,11700680532,0.001188959687328909,13283875631,12108365,1.3283 TKT,0.0012 EOS
s5djtsbtgpij,199250848,2.0246790371739718e-05,226211071,206193,0.0226 TKT,0.0000 EOS
weiweiyixiao,3365696495,0.0003420038211790402,3821101988,3482966,0.3821 TKT,0.0003 EOS
zk1122334455,42664031494,0.004335287456705425,48436814144,44150567,4.8436 TKT,0.0044 EOS
zuiaimama.tp,107848880118,0.010959018189854999,122441691021,111606641,12.2441 TKT,0.0111 EOS
biduofen1234,109502377537,0.01112703762846088,124318919787,113317751,12.4318 TKT,0.0113 EOS
biehuaigang1,142204272,1.4450026757978244e-05,161445640,147159,0.0161 TKT,0.0000 EOS
handbagtiger,4295384177,0.0004364736404926454,4876583805,4445047,0.4876 TKT,0.0004 EOS
hxk123451234,9789740163,0.0009947802925991162,11114369837,10130842,1.1114 TKT,0.0010 EOS
hxxeoswallet,2247678566,0.00022839690373038983,2551807345,2325994,0.2551 TKT,0.0002 EOS
