owner,lptoken,lpratio,amount1,amount2,token1,token2
2szwxpmruaoz,11443097708,0.0022627329427471485,2805689288,39132481892,0.2805 EOS,3.9132 OGX
eospluser.tp,6403394228,0.001266193074185061,1570023699,21897978595,0.1570 EOS,2.1897 OGX
dfoxadmin.tp,2329551,4.6064028500118807e-07,571173,7966471,0.0000 EOS,0.0007 OGX
dopmarketing,227900169,4.5064477575283364e-05,55877969,779360577,0.0055 EOS,0.0779 OGX
emilmihaylov,661988313,0.0001309001112951705,162310378,2263831554,0.0162 EOS,0.2263 OGX
hxldj5521hxl,211884596,4.1897593437019234e-05,51951172,724591393,0.0051 EOS,0.0724 OGX
ifswapholder,505807476659,0.10001725663182887,124016997464,1729732842127,12.4016 EOS,172.9732 OGX
eoshexiang53,639980343170,0.12654830380317364,156914328590,2188569898588,15.6914 EOS,218.8569 OGX
googleblock1,95804317,1.8944134679697577e-05,23489893,327626381,0.0023 EOS,0.0327 OGX
gu3dgmzygige,18724865327,0.0037026136370648874,4591077994,64034273938,0.4591 EOS,6.4034 OGX
jungyublee11,5443937177,0.001076472149672552,1334778100,18616879662,0.1334 EOS,1.8616 OGX
mytaobao2222,8123182550,0.0016062602299536167,1991692009,27779216970,0.1991 EOS,2.7779 OGX
angcheewei33,15381217251,0.003041448029326609,3771261732,52599848477,0.3771 EOS,5.2599 OGX
eosrock12345,1086546279,0.00021485126860306577,266406119,3715711748,0.0266 EOS,0.3715 OGX
ha3tcmjzgyge,1306468695476,0.2583382429614956,320328054389,4467790442131,32.0328 EOS,446.7790 OGX
huanggejian5,233499455,4.6171668059133325e-05,57250836,798508710,0.0057 EOS,0.0798 OGX
jiaxueyifang,2389176258,0.00047243045222156204,585792973,8170374756,0.0585 EOS,0.8170 OGX
manjoorelahi,7141505,1.4121454728990306e-06,1750998,24422129,0.0001 EOS,0.0024 OGX
manniusl1234,59648631378,0.011794789020670821,14625019414,203983138730,1.4625 EOS,20.3983 OGX
tangxuwallet,784567686,0.00015513868658885882,192365145,2683021813,0.0192 EOS,0.2683 OGX
mantocapital,1804329963,0.00035678423369675234,442396751,6170349271,0.0442 EOS,0.6170 OGX
aabbss112233,4737290845,0.0009367414600385736,1161518193,16200329048,0.1161 EOS,1.6200 OGX
akakak521521,20167543067,0.003987885556554295,4944802623,68967864647,0.4944 EOS,6.8967 OGX
alibabacoltd,84921103911,0.01679211208862933,20821480136,290408562947,2.0821 EOS,29.0408 OGX
