owner,lptoken,lpratio,amount1,amount2,token1,token2
china.io,585144133,3.914063709624274e-05,20248508,46155226,0.0020 EOS,0.0046 USDT
eoswangan123,51944618761,0.0034746062676953874,1797507636,4097307829,0.1797 EOS,0.4097 USDT
ethzhenniubi,23358797938,0.0015624838078923732,808315060,1842504343,0.0808 EOS,0.1842 USDT
tongzhengzb1,461467695052,0.03086784702269235,15968770696,36399828226,1.5968 EOS,3.6399 USDT
zivyuan4gozi,2427930729,0.0001624057222814282,84016865,191511263,0.0084 EOS,0.0191 USDT
bbbbbbbbcoin,103751685142,0.006940011575347475,3590255368,8183765749,0.3590 EOS,0.8183 USDT
cn5zdfx3mlxi,1454025637,9.726063473398987e-05,50315552,114691199,0.0050 EOS,0.0114 USDT
eosdappftw11,82515888287,0.005519536565387684,2855405292,6508720310,0.2855 EOS,0.6508 USDT
ge2tkmbtgmge,66358587354,0.004438765150948266,2296293059,5234258447,0.2296 EOS,0.5234 USDT
lanyangyang1,83442379055,0.0055815100807630955,2887465865,6581800409,0.2887 EOS,0.6581 USDT
wangzihao321,4009801124,0.0002682179684822889,138756396,316286651,0.0138 EOS,0.0316 USDT
xiaojleos321,238861067517,0.01597755806278251,8265622179,18840976131,0.8265 EOS,1.8840 USDT
abo.game,578784192,3.8715216881639795e-05,20028427,45653564,0.0020 EOS,0.0045 USDT
hellohimykey,6552089663,0.000438273152303018,226730535,516818275,0.0226 EOS,0.0516 USDT
zhuang.x,1024726000,6.854452813779549e-05,35459935,80828735,0.0035 EOS,0.0080 USDT
eoswanglawhu,8012736886,0.0005359767088403912,277275222,632031774,0.0277 EOS,0.0632 USDT
liujinzhoutp,3771144510,0.0002522540864361673,130497849,297461802,0.0130 EOS,0.0297 USDT
larkspur5555,4393073958,0.0002938553150066921,152019288,346518595,0.0152 EOS,0.0346 USDT
alannice1.m,173550343267,0.011608885094541317,6005589699,13689371436,0.6005 EOS,1.3689 USDT
g44tkobrgege,40997115544,0.0027423213034256577,1418676852,3233786415,0.1418 EOS,0.3233 USDT
gu3demzygige,16660204680,0.0011144109434811764,576514870,1314130100,0.0576 EOS,0.1314 USDT
mmllllllllll,9668968337,0.0006467630100523945,334587967,762672642,0.0334 EOS,0.0762 USDT
mykeyxhyzdai,876557192,5.863342894728054e-05,30332655,69141418,0.0030 EOS,0.0069 USDT
subin1234eos,148397462283,0.009926394010725342,5135191634,11705352713,0.5135 EOS,1.1705 USDT
zhanggucheng,36059835714,0.002412063735810895,1247825696,2844341738,0.1247 EOS,0.2844 USDT
gy3dqmzrgage,5040495965,0.0003371617559244004,174422879,397586200,0.0174 EOS,0.0397 USDT
calmdown1234,21541668,1.4409349117335254e-06,745434,1699172,0.0000 EOS,0.0001 USDT
mykeyeos2222,18010096209,0.0012047059861486917,623226933,1420607369,0.0623 EOS,0.1420 USDT
nuonuoyiyiyi,3698836708,0.0002474173747993286,127995688,291758279,0.0127 EOS,0.0291 USDT
shequnjingji,694470084,4.64535146113158e-05,24031657,54778681,0.0024 EOS,0.0054 USDT
moooooooooog,183548708,1.2277681624319092e-05,6351576,14478026,0.0006 EOS,0.0014 USDT
ha4tonrygege,193786696411,0.012962506723625847,6705854715,15285582366,0.6705 EOS,1.5285 USDT
ge2donzqg4ge,2869437242,0.00019193835403210932,99294892,226336586,0.0099 EOS,0.0226 USDT
qinhuang5211,5652742606,0.00037811529580852085,195609251,445879228,0.0195 EOS,0.0445 USDT
starcool1.tp,356049988,2.381639425654052e-05,12320863,28084649,0.0012 EOS,0.0028 USDT
akakak521521,2175996746,0.0001455537091709866,75298863,171639117,0.0075 EOS,0.0171 USDT
yaoyaoeoseos,170480676394,0.01140355326208073,5899365998,13447241059,0.5899 EOS,1.3447 USDT
tanduoroueos,2672022980,0.00017873319730098204,92463508,210764867,0.0092 EOS,0.0210 USDT
bushiwode123,7894071822,0.000528039132533826,273168900,622671665,0.0273 EOS,0.0622 USDT
avvbsgznpapv,4774306985,0.0003193562176345735,165211594,376589642,0.0165 EOS,0.0376 USDT
dappdapp5555,289097928,1.9337931369336165e-05,10004034,22803578,0.0010 EOS,0.0022 USDT
kzxbzbrane5f,2048288179,0.0001370112076006458,70879596,161565671,0.0070 EOS,0.0161 USDT
4iwsoqf2fwg3,322684271,2.1584541714744743e-05,11166266,25452815,0.0011 EOS,0.0025 USDT
iloveyoumoon,44883692,3.0022967009933836e-06,1553169,3540353,0.0001 EOS,0.0003 USDT
weizzzzzz.tp,20991202857,0.0014041139727866859,726386069,1655752258,0.0726 EOS,0.1655 USDT
wuxiqi111123,21346865463,0.001427904454832158,738693527,1683806351,0.0738 EOS,0.1683 USDT
yangtyu12345,10909451,7.297396289714529e-07,377514,860519,0.0000 EOS,0.0000 USDT
yu123123123y,678037052,4.535429938274417e-05,23463003,53482470,0.0023 EOS,0.0053 USDT
g44dimrwguge,1158962798,7.75237069403618e-05,40105106,91417118,0.0040 EOS,0.0091 USDT
mxcoin.game,4455059,2.98001531122504e-07,154164,351407,0.0000 EOS,0.0000 USDT
yjydheyaoeos,305668534061,0.020446349008206008,10577448393,24110641445,1.0577 EOS,2.4110 USDT
zhouyiyan.tp,959300539,6.41681803604943e-05,33195932,75668080,0.0033 EOS,0.0075 USDT
bosswakdeeos,11707684520,0.000783133941179957,405136332,923483290,0.0405 EOS,0.0923 USDT
hengzhe12345,635868585,4.2533625687718177e-05,22003792,50156289,0.0022 EOS,0.0050 USDT
ihavetwokids,78409278493,0.005244843007718825,2713298898,6184797547,0.2713 EOS,0.6184 USDT
puqihepuqihe,4903717694,0.0003280125764898993,169689762,386797350,0.0169 EOS,0.0386 USDT
tzdhilp1wf2d,641071382,4.2881643855854576e-05,22183832,50566677,0.0022 EOS,0.0050 USDT
ge3toobsgage,30499542283,0.0020401324199902965,1055415584,2405754751,0.1055 EOS,0.2405 USDT
ovicloudcoin,114220368,7.640267962641091e-06,3952516,9009518,0.0003 EOS,0.0009 USDT
eosboomboomm,2747718743,0.00018379653165266768,95082908,216735627,0.0095 EOS,0.0216 USDT
gyztimzshage,73985415,4.948928162507808e-06,2560214,5835850,0.0002 EOS,0.0005 USDT
haydinjwgage,8487682690,0.000567746114541238,293710394,669494734,0.0293 EOS,0.0669 USDT
imrealwjdadi,3974571510,0.00026586143876790015,137537300,313507796,0.0137 EOS,0.0313 USDT
guluiloveyou,86127969228,0.005761150795627152,2980398857,6793635435,0.2980 EOS,0.6793 USDT
diyiliuliang,11591794585,0.0007753819948933449,401126041,914342079,0.0401 EOS,0.0914 USDT
ez2eosfinder,29290976127,0.0019592907150991065,1013593987,2310425000,0.1013 EOS,0.2310 USDT
richerwallet,139892589543,0.00935749804357383,4840886390,11034502055,0.4840 EOS,1.1034 USDT
zhjzhjzhjzhj,2017801415,0.00013497192992756213,69824623,159160924,0.0069 EOS,0.0159 USDT
bm.eos,37890196764,0.0025344976688759777,1311164075,2988717668,0.1311 EOS,0.2988 USDT
geztgnzwgege,42169966965,0.00282077402857188,1459262565,3326299046,0.1459 EOS,0.3326 USDT
wyl111111wei,1164544059,7.78970407892725e-05,40298242,91857358,0.0040 EOS,0.0091 USDT
zhuyukun1111,15528616089,0.0010387183134354784,537357028,1224872215,0.0537 EOS,0.1224 USDT
game215xxxxx,5383559195,0.00036010945825827107,186294345,424646474,0.0186 EOS,0.0424 USDT
buildmydream,213831845402,0.014303338593842765,7399503244,16866711419,0.7399 EOS,1.6866 USDT
yuzhipengaaa,49025116,3.2793190014898496e-06,1696480,3867022,0.0001 EOS,0.0003 USDT
eoszyanting1,2871601551,0.00019208312594103853,99369787,226507303,0.0099 EOS,0.0226 USDT
2szwxpmruaoz,940974937,6.294237000540322e-05,32561787,74222586,0.0032 EOS,0.0074 USDT
eosgateio222,17487614907,0.0011697569028752985,605146829,1379394886,0.0605 EOS,0.1379 USDT
gu2tqmbugmge,16397563847,0.0010968427428424666,567426365,1293413415,0.0567 EOS,0.1293 USDT
gu3tambqgqge,295341067,1.9755538629085276e-05,10220073,23296027,0.0010 EOS,0.0023 USDT
gyzdgmjqgqge,50848321507,0.0034012742960520498,1759571027,4010833669,0.1759 EOS,0.4010 USDT
qn1ux1bd1t2x,179529,1.200880097904248e-08,6212,14160,0.0000 EOS,0.0000 USDT
chenzhengccc,58995158612,0.003946221047844927,2041486696,4653443052,0.2041 EOS,0.4653 USDT
alexmason1os,1534845333,0.00010266671199421365,53112262,121066126,0.0053 EOS,0.0121 USDT
lo41krij1uzl,883225,5.9079442567578465e-08,30563,69667,0.0000 EOS,0.0000 USDT
mafanyang123,194338470501,0.012999415218811596,6724948476,15329105417,0.6724 EOS,1.5329 USDT
pra1xwjkzb2w,9613751273,0.0006430695079874188,332677219,758317209,0.0332 EOS,0.0758 USDT
zhichoupeter,2133666115,0.0001427221882301008,73834041,168300145,0.0073 EOS,0.0168 USDT
dtest2111112,8672188,5.80087783839048e-07,300095,684048,0.0000 EOS,0.0000 USDT
eosrockygatz,264532737,1.769475121609538e-05,9153972,20865916,0.0009 EOS,0.0020 USDT
okwcbkunaxb2,7139319649,0.00047755331333995297,247051222,563138030,0.0247 EOS,0.0563 USDT
wanghaoyu555,18447742488,0.001233980404564265,638371380,1455128202,0.0638 EOS,0.1455 USDT
we.bank,52215329026,0.0034927142374126413,1806875378,4118661019,0.1806 EOS,0.4118 USDT
dsj555555555,8664032769,0.0005795422756146546,299812866,683404944,0.0299 EOS,0.0683 USDT
gybgyb555555,433721970,2.9011919065823535e-05,15008649,34211290,0.0015 EOS,0.0034 USDT
wxafffffffff,283647168,1.8973326809490537e-05,9815414,22373631,0.0009 EOS,0.0022 USDT
zhangqian222,43860245572,0.0029338377641833753,1517753489,3459625499,0.1517 EOS,0.3459 USDT
ge2tmnjzgige,546864801,3.65801099413057e-05,18923878,43135814,0.0018 EOS,0.0043 USDT
d5krdtv55.tp,188685297,1.2621271100181705e-05,6529324,14883192,0.0006 EOS,0.0014 USDT
ge2tmmzwg4ge,9824103023,0.0006571400609417787,339956296,774909416,0.0339 EOS,0.0774 USDT
geytomrsgmge,3003784805,0.00020092494197102934,103943897,236933705,0.0103 EOS,0.0236 USDT
