owner,lptoken,lpratio,amount1,amount2,token1,token2
devilliuzhid,16472419972,0.0024617010376530063,242521862,23392565203,0.0242 EOS,2.3392 DBG
peiyonglu123,172726896948,0.025812963861426463,2543041573,245290322015,0.2543 EOS,24.5290 DBG
buildmydream,188569649282,0.028180564974449335,2776292900,267788693087,0.2776 EOS,26.7788 DBG
godblesssyou,201129231600,0.030057516683868087,2961206428,285624618155,0.2961 EOS,28.5624 DBG
li1122334455,556251378872,0.0831283198760541,8189635817,789935338710,0.8189 EOS,78.9935 DBG
ildragon2345,5128943092,0.0007664887462255882,75512938,7283637492,0.0075 EOS,0.7283 DBG
moonlight2go,7202824608,0.0010764174809582258,106046497,10228766907,0.0106 EOS,1.0228 DBG
ge3tambxgege,2741891565483,0.40975869504024126,40368607117,3893773795006,4.0368 EOS,389.3773 DBG
geytknzxguge,325371322640,0.048624726902720516,4790410845,462061427115,0.4790 EOS,46.2061 DBG
guytknjtgqge,291058327,4.3496862441059674e-05,4285223,413333372,0.0004 EOS,0.0413 DBG
gyydqnrzgage,112918497,1.687496929459163e-05,1662488,160356116,0.0001 EOS,0.0160 DBG
dividendonly,10030155450,0.0014989445461599696,147673018,14243873442,0.0147 EOS,1.4243 DBG
qjqwhy111111,3674680324,0.0005491581918145795,54101966,5218431731,0.0054 EOS,0.5218 DBG
s5djtsbtgpij,6970832043,0.0010417476304469446,102630893,9899313116,0.0102 EOS,0.9899 DBG
baoooooooooo,77444208457,0.011573556808463616,1140203669,109978904075,0.1140 EOS,10.9978 DBG
langchao1.tp,95366670,1.4251957568806931e-05,1404074,135430680,0.0001 EOS,0.0135 DBG
tpaccount111,6013461566,0.0008986745482492288,88535619,8539746559,0.0088 EOS,0.8539 DBG
zudfather123,1133533849,0.00016939960594990265,16688910,1609737034,0.0016 EOS,0.1609 DBG
kidante14123,409853054,6.124999787718221e-05,6034227,582034352,0.0006 EOS,0.0582 DBG
eosairuqixue,1637365765,0.0002446941620945462,24106779,2325231234,0.0024 EOS,0.2325 DBG
gezdcobzgqge,20960694979,0.0031324459106458523,308602306,29766386775,0.0308 EOS,2.9766 DBG
gm3dmnrtg4ge,343044230221,0.0512658333706496,5050607372,487158810719,0.5050 EOS,48.7158 DBG
heydenjugmge,139274718499,0.020813743191990218,2050528351,197784717683,0.2050 EOS,19.7784 DBG
eos1e1o1s2e2,85756320,1.28157503444026e-05,1262582,121782974,0.0001 EOS,0.0121 DBG
eosvictory12,94262098,1.4086886131629852e-05,1387811,133862072,0.0001 EOS,0.0133 DBG
hezdmojthege,166385170,2.4865232087046006e-05,2449672,236284404,0.0002 EOS,0.0236 DBG
4darbcopjfun,1162792029,0.0001737720595534574,17119675,1651286720,0.0017 EOS,0.1651 DBG
